ensembl_gene_id,mgi_symbol,gene_biotype,chromosome_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSMUSG00000022477,Aco2,protein_coding,15,180.343879818118,0.503335700140486,0.363066262726161,0.00123911382711269,0.0343671465565952
ENSMUSG00000029642,Polr1d,protein_coding,5,247.687828710521,0.234962466925869,0.108963107275272,0.0012396042601708,0.0343671465565952
ENSMUSG00000001833,Septin7,protein_coding,9,1195.49287617558,-0.225327861645239,0.0999865157813625,0.00124260703176261,0.0343751770577123
ENSMUSG00000090150,Acad11,protein_coding,9,96.8602558775799,0.527239089174845,0.404854692201376,0.00124924227567374,0.0344834414657653
ENSMUSG00000024953,Prdx5,protein_coding,19,704.213425624724,0.394705430206708,0.258278229175566,0.00125417445157451,0.0345443267422805
ENSMUSG00000029776,Hibadh,protein_coding,6,379.441139870892,0.359603809375136,0.228973288653185,0.0012822922050027,0.0352421740507248
ENSMUSG00000018770,Atp5g3,protein_coding,2,736.029819711247,0.268065435483597,0.143114846380669,0.00129045874426678,0.0353465961303087
ENSMUSG00000081485,Gm12338,processed_pseudogene,11,140.766182808155,0.499990288611689,0.364860755975458,0.00129167119244932,0.0353465961303087
ENSMUSG00000043801,Oaz1-ps,processed_pseudogene,17,288.083609009206,0.350519999967979,0.221406226470855,0.00129457074405007,0.0353495933774017
ENSMUSG00000028261,Ndufaf4,protein_coding,4,189.937094123001,0.355539376798903,0.226599973968583,0.0013135045058102,0.035789466857237
ENSMUSG00000046753,Ccdc66,protein_coding,14,95.2138067484936,-0.308424118239137,0.183569905854322,0.0013190621449306,0.0358637711937139
ENSMUSG00000029671,Wnt16,protein_coding,6,118.920439260988,-0.394365263519606,0.261862890111662,0.00133549400299425,0.0360897232471953
ENSMUSG00000071014,Ndufb6,protein_coding,4,141.90060338451,0.485118203903798,0.350679846993977,0.00133591793235474,0.0360897232471953
ENSMUSG00000071657,Bscl2,protein_coding,19,313.106368919518,0.472324533172284,0.335545228532262,0.00133033654523783,0.0360897232471953
ENSMUSG00000044894,Uqcrq,protein_coding,11,2738.40564193869,0.518497780074282,0.459962447275987,0.00134647498946153,0.036244693363648
ENSMUSG00000100053,Gm28154,antisense,1,20.1024231642514,-0.505667378836914,0.380565694640655,0.00134737573593356,0.036244693363648
ENSMUSG00000000384,Tbrg4,protein_coding,11,49.6034912224042,0.44512832600523,0.310108002648796,0.00136406753054381,0.0366159652796399
ENSMUSG00000119960,ENSMUSG00000119960,NA,NA,26.7187469956546,-0.506539893521168,0.385291881827153,0.00136850607313139,0.0366574459758451
ENSMUSG00000063694,Cycs,protein_coding,6,527.585549580981,0.503372227476695,0.477598151883556,0.00138011699139791,0.0368904689472816
ENSMUSG00000020262,Adarb1,protein_coding,10,339.074251632864,-0.242391572733614,0.119096965616751,0.00139171164240273,0.0370440893051315
ENSMUSG00000117621,Hspe1-rs1,protein_coding,18,46.3934855245387,0.363853542527879,0.236993964757785,0.00138921934936121,0.0370440893051315
ENSMUSG00000031938,4931406C07Rik,protein_coding,9,222.137808774219,0.513511784479614,0.413012914387091,0.00141798917698918,0.0375071458715091
ENSMUSG00000040855,Reps2,protein_coding,X,267.934830277023,0.309740970981002,0.18769815924546,0.00141477835314908,0.0375071458715091
ENSMUSG00000107470,Gm3375,processed_pseudogene,7,236.793789608457,0.26249764640339,0.140349861768647,0.00141730400285343,0.0375071458715091
ENSMUSG00000105050,Gm42482,TEC,5,126.567339913616,-0.366713751758294,0.2409276918294,0.00142338567964803,0.0375714511690427
ENSMUSG00000026469,Xpr1,protein_coding,1,532.047313142574,-0.246395860009329,0.124076195310157,0.0014380419061198,0.0378793990655672
ENSMUSG00000002379,Ndufa11,protein_coding,17,1090.01947103078,0.315286068888664,0.194242572610587,0.00145512334987653,0.038249819176215
ENSMUSG00000029563,Foxp2,protein_coding,6,839.258969089537,-0.204749724706433,0.0851345469272849,0.00145862388386806,0.0382624526058143
ENSMUSG00000075704,Txnrd2,protein_coding,16,75.9547996282764,0.411041166888784,0.285222414262756,0.00150125142556647,0.0392992883510891
ENSMUSG00000032925,Itgbl1,protein_coding,14,1271.06960948619,-0.255640672509793,0.135312089582138,0.00151785388722366,0.0396519768064409
ENSMUSG00000025208,Mrpl43,protein_coding,19,115.402415031584,0.283343361082062,0.164327661960595,0.0015221166257278,0.0396554207543865
ENSMUSG00000032279,Idh3a,protein_coding,9,877.921492479,0.462271360389004,0.494836528604684,0.00152424545441091,0.0396554207543865
ENSMUSG00000093661,Eif4e3,protein_coding,6,206.639210435687,0.40164904288868,0.279748746335268,0.00157280961807553,0.0408350366004445
ENSMUSG00000028622,Mrpl37,protein_coding,4,89.5946954961053,0.318538799174877,0.201364088881073,0.00158871626639429,0.0411636709513613
ENSMUSG00000061882,Ccdc62,protein_coding,5,26.8858161994045,0.420791677509188,0.299738198912246,0.00159628771644247,0.0412754395251554
ENSMUSG00000090460,Gm17511,processed_pseudogene,7,48.2055040788575,-0.475268866054558,0.363884689217833,0.00160031634215001,0.0412953320876591
ENSMUSG00000029913,Prdm5,protein_coding,6,159.807523722599,-0.260556877220054,0.142382339115808,0.00160857650601032,0.0413400899211983
ENSMUSG00000030551,Nr2f2,protein_coding,7,507.171447030239,-0.234313259236538,0.11452530155652,0.00160814481122483,0.0413400899211983
ENSMUSG00000025068,Gsto1,protein_coding,19,88.8311553558135,0.396606915407139,0.277327591303505,0.00162554711824624,0.0416150726429159
ENSMUSG00000028792,Ak2,protein_coding,4,347.268994225641,0.493227237204934,0.40372832490536,0.00162584537949829,0.0416150726429159
ENSMUSG00000029084,Cd38,protein_coding,5,19.4194859327406,0.483431331669658,0.38307291942579,0.00164455022309536,0.042008974448827
ENSMUSG00000002661,Alkbh7,protein_coding,17,86.9838044358123,0.346955037437535,0.231113667406915,0.00166007758133149,0.0421506672454307
ENSMUSG00000033105,Lss,protein_coding,10,52.306279932979,0.418992902210112,0.301237178553773,0.00165838596005186,0.0421506672454307
ENSMUSG00000107591,Gm6794,processed_pseudogene,6,157.24600978324,-0.476771991542614,0.372323249316591,0.00165549094800406,0.0421506672454307
ENSMUSG00000024590,Lmnb1,protein_coding,18,98.9588615910146,-0.265930149207876,0.149368692526168,0.00166797024705461,0.0422663660603637
ENSMUSG00000018830,Myh11,protein_coding,16,16881.2864559652,-0.293887654742861,0.179191194824286,0.00168412904029293,0.0425058066544052
ENSMUSG00000121171,ENSMUSG00000121171,NA,NA,11.9812123413726,0.491906351069318,0.419649588734255,0.00168265935625334,0.0425058066544052
ENSMUSG00000104828,Gm42898,TEC,3,29.9909464749818,-0.424905331872749,0.309717781606181,0.00169994344490494,0.0428196489998919
ENSMUSG00000007872,Id3,protein_coding,4,907.59821280653,-0.227622186150401,0.109250858148584,0.00171612312093443,0.0430755154453208
ENSMUSG00000052920,Prkg1,protein_coding,19,655.221015668432,-0.253580828719688,0.13699426521585,0.00171690097078824,0.0430755154453208
ENSMUSG00000062981,Mrpl42,protein_coding,10,899.773431838719,0.373925547441478,0.259678700345739,0.00172995984841334,0.0433173740699547
ENSMUSG00000039903,Eva1c,protein_coding,16,105.71012441067,-0.285671435463182,0.172052283452469,0.00174317384898866,0.043562155161117
ENSMUSG00000101856,1700096K18Rik,lincRNA,5,19.2593544054835,0.477201021415926,0.385529815124003,0.0017503596915157,0.0436556245895746
ENSMUSG00000071654,Uqcc3,protein_coding,19,155.134779665532,0.384706504810336,0.271442855829238,0.00175909444794092,0.0437872822306708
ENSMUSG00000036764,Dnajc12,protein_coding,10,24.8893409575949,0.445353740461038,0.337902821772847,0.00177324494999116,0.0440529676791921
ENSMUSG00000038733,Wdr26,protein_coding,1,764.893211256666,0.271707089505088,0.158010864055121,0.00178238762567916,0.0441934466093053
ENSMUSG00000022676,Snai2,protein_coding,16,48.8061355655391,-0.344331105799039,0.233134191981289,0.00179951215530492,0.04453089649944
ENSMUSG00000000805,Car4,protein_coding,11,26.7343645076449,0.450119998451686,0.477706508967704,0.00180721585988853,0.044593911802589
ENSMUSG00000080836,Gm6444,processed_pseudogene,5,23.6813205495737,0.47190260165241,0.382524112021263,0.00180909792158885,0.044593911802589
ENSMUSG00000038481,Cdk19,protein_coding,10,146.657293342298,-0.257666461044347,0.14342689393178,0.00182037137723737,0.0446978785844913
ENSMUSG00000058833,Rex1bd,protein_coding,8,291.931321332338,0.241078299962692,0.125104931678978,0.00181719192126292,0.0446978785844913
ENSMUSG00000038375,Trp53inp2,protein_coding,2,313.296646648409,0.242945878757393,0.127329164129027,0.00182800330297302,0.044798456186979
ENSMUSG00000019699,Akt3,protein_coding,1,443.821297229192,-0.237085269671379,0.121253888117065,0.00184897047857759,0.0449644068398811
ENSMUSG00000023861,Mpc1,protein_coding,17,158.66174971022,0.399860088453802,0.290670438355589,0.00184687354726492,0.0449644068398811
ENSMUSG00000031065,Cdk16,protein_coding,X,54.2971399314357,0.378165382504004,0.268100244607119,0.00183837396672562,0.0449644068398811
ENSMUSG00000033174,Mgll,protein_coding,6,877.155418999376,0.416912840249223,0.308788313789828,0.00184277462684641,0.0449644068398811
ENSMUSG00000029761,Cald1,protein_coding,6,12818.8297560937,-0.279717123114976,0.168261627384341,0.00185609388938313,0.0450511677748741
ENSMUSG00000084343,Gm16198,processed_pseudogene,3,55.1810114992172,-0.474729919587303,0.407182831976264,0.00189073994132807,0.0458043500126706
ENSMUSG00000004626,Stxbp2,protein_coding,8,34.6777959142521,0.474859707045336,0.430451408913536,0.00189742680999801,0.0458430188717664
ENSMUSG00000020190,Mknk2,protein_coding,10,361.467748883903,0.426762998465404,0.323519985155391,0.00190393518307859,0.0458430188717664
ENSMUSG00000024181,Mrpl28,protein_coding,17,268.592014934682,0.290323807953583,0.180665125292074,0.00190100732833408,0.0458430188717664
ENSMUSG00000044768,D1Ertd622e,protein_coding,1,47.609841053971,-0.330478824578624,0.222532267274377,0.00190680907225106,0.0458430188717664
ENSMUSG00000000959,Oxa1l,protein_coding,14,82.6506285099306,0.290632374579919,0.18157529161655,0.00192608883113048,0.0460444254536288
ENSMUSG00000019718,L3hypdh,protein_coding,12,42.3989917295159,0.440034655457906,0.341717119411584,0.00192494087435802,0.0460444254536288
ENSMUSG00000028398,Dmac1,protein_coding,4,121.040610145708,0.241839505376462,0.12767919199765,0.00192419292855227,0.0460444254536288
ENSMUSG00000028229,Rmdn1,protein_coding,4,264.405943844689,0.308453696403423,0.200672323402683,0.00193655471795592,0.0462074355489669
ENSMUSG00000003500,Impdh1,protein_coding,6,90.2045377070399,0.332513438867026,0.225928181934243,0.00195222142036173,0.0464936943533518
ENSMUSG00000020775,Mrpl38,protein_coding,11,133.729629447555,0.296947417863109,0.189757343868785,0.00198713366248311,0.0471479091828858
ENSMUSG00000028636,Ppcs,protein_coding,4,45.885069114569,0.439115522525319,0.344849420372481,0.00198641724796847,0.0471479091828858
ENSMUSG00000027452,Acss1,protein_coding,2,58.3737596697007,0.418665718479113,0.319160264310273,0.00199805282386121,0.047318372482844
ENSMUSG00000086727,4931428L18Rik,protein_coding,1,13.9177043131106,0.464277125290342,0.439610112677996,0.00200364383350649,0.0473622525569538
ENSMUSG00000026154,Sdhaf4,protein_coding,1,142.567391394866,0.302031366570564,0.196640294365708,0.00204784309567694,0.0483168938961394
ENSMUSG00000041378,Cldn5,protein_coding,16,50.0698036581256,0.351439901585011,0.248513540402759,0.00205464264148557,0.0483872161108219
ENSMUSG00000023020,Cox14,protein_coding,15,435.915178793469,0.33422421503126,0.230874586205849,0.00206185068074081,0.0484550937584849
ENSMUSG00000031985,Gnpat,protein_coding,8,195.852385328021,0.361606734312491,0.259440325254872,0.00206517368820693,0.0484550937584849
ENSMUSG00000085223,Gm11210,lincRNA,4,16.7780007766311,-0.440525246618006,0.353726543714137,0.00207584341572572,0.0486154086455544
ENSMUSG00000027952,Pmvk,protein_coding,3,109.748537189659,0.435173148536825,0.346095917668318,0.00208240684601074,0.0486791415847897
ENSMUSG00000045377,Tmem88,protein_coding,11,24.2016193882732,0.461298583230232,0.408681069082167,0.00209994615323307,0.0489086723556306
ENSMUSG00000079508,Apoo,protein_coding,X,55.892337462376,0.455653704247155,0.385386462951191,0.002097049417093,0.0489086723556306
ENSMUSG00000011752,Pgam1,protein_coding,19,42.5921777915121,0.339750419162955,0.238988344978416,0.00214173991485905,0.0497905407729618
ENSMUSG00000119232,ENSMUSG00000119232,NA,NA,318.635458730047,0.331777751968685,0.231087285831139,0.00215940137191289,0.0501091856815684
ENSMUSG00000024776,Stambpl1,protein_coding,19,138.288078507471,-0.433560564414798,0.351185299627677,0.00218511575271632,0.0504288098122327
ENSMUSG00000025950,Idh1,protein_coding,1,321.932594924857,0.407962847773148,0.315779062708652,0.00218096184611324,0.0504288098122327
ENSMUSG00000051483,Cbr1,protein_coding,16,76.4478544247522,0.29102848083533,0.187758526192189,0.00218172305532119,0.0504288098122327
ENSMUSG00000032419,Tbx18,protein_coding,9,158.100815651861,-0.306069168708749,0.204482689381878,0.00219345325073505,0.0504374821902234
ENSMUSG00000049960,Mrps16,protein_coding,14,354.702266045541,0.310261639398496,0.208956569223466,0.00219092562276962,0.0504374821902234
ENSMUSG00000022099,Dmtn,protein_coding,14,81.5306130092267,0.374846229244105,0.279220964726502,0.00222159054061674,0.0509120476038169
ENSMUSG00000032018,Sc5d,protein_coding,9,151.116357563436,0.430325761554059,0.348828458110441,0.00222226336270227,0.0509120476038169
ENSMUSG00000056612,Ppp1r14b,protein_coding,19,58.9707326290571,0.372314449617268,0.276688313626925,0.002228646712893,0.0509120476038169
ENSMUSG00000101496,Gm8885,processed_pseudogene,1,19.0126931845735,-0.452625444354179,0.402044482999033,0.00223016467404249,0.0509120476038169
ENSMUSG00000120250,ENSMUSG00000120250,NA,NA,14.6554087822732,0.452000997708579,0.403013661279447,0.00224365886212573,0.05112798162434
ENSMUSG00000038421,Fcrla,protein_coding,1,16.6015085225094,0.446489434790143,0.384082522712215,0.00225670877824775,0.0512524467383848
ENSMUSG00000041736,Tspo,protein_coding,15,849.025311323958,0.287817702334424,0.185818940570448,0.00225721115075128,0.0512524467383848
ENSMUSG00000032047,Acat1,protein_coding,9,823.821376495807,0.390503067088639,0.298627244425554,0.00226261368935016,0.0512832118856288
ENSMUSG00000042042,Csgalnact2,protein_coding,6,199.080825078703,-0.223649947083038,0.112239247669094,0.0022685143455533,0.0513251370681434
ENSMUSG00000045316,Fahd1,protein_coding,17,28.8868378820468,0.432318511359836,0.356436466118309,0.00227922757171093,0.051475603090156
ENSMUSG00000061665,Cd2ap,protein_coding,17,364.686578379607,-0.218009372418615,0.106322289781858,0.00228758137660943,0.0515723417111059
ENSMUSG00000024414,Mrpl27,protein_coding,11,229.993181603487,0.27511079702617,0.172153031051687,0.00229256707984761,0.0515929394345812
ENSMUSG00000022474,Pmm1,protein_coding,15,108.303565022388,0.264089730829738,0.159754595889873,0.00230996060865576,0.0518922001979937
ENSMUSG00000068015,Lrch1,protein_coding,14,323.075924998962,-0.238568952858952,0.130002348178703,0.00232178822126766,0.0520655871919667
ENSMUSG00000019797,Mtres1,protein_coding,10,183.217311772287,0.402286165787125,0.316044142618077,0.00232961812238628,0.0521134673413248
ENSMUSG00000028522,Mier1,protein_coding,4,542.433477766146,-0.220952896205732,0.110018218180986,0.00233214964345155,0.0521134673413248
ENSMUSG00000021957,Tkt,protein_coding,14,1013.52300729847,0.417930737327938,0.460980976990736,0.00234166127233983,0.0521285391099918
ENSMUSG00000022523,Fgf12,protein_coding,16,14.0147887686568,0.35205226980047,0.485550085706747,0.0023526273802327,0.0521285391099918
ENSMUSG00000028980,H6pd,protein_coding,4,80.7229441064052,0.30945798622423,0.211912902153666,0.00234934246464299,0.0521285391099918
ENSMUSG00000040838,Gm11639,protein_coding,11,19.9919088553939,-0.43131667767765,0.360827012993706,0.00235402846896344,0.0521285391099918
ENSMUSG00000044083,Efcab8,protein_coding,2,311.445691144695,0.276714845108797,0.175003252005224,0.00234438845543656,0.0521285391099918
ENSMUSG00000048096,Lmod1,protein_coding,1,2661.35641247008,-0.223332254181166,0.112954169765694,0.00235751009550318,0.0521285391099918
ENSMUSG00000041351,Rap1gap,protein_coding,4,18.5503448790008,0.445307870977851,0.411372428757818,0.00237145383310146,0.0522544696789487
ENSMUSG00000120022,ENSMUSG00000120022,NA,NA,12.0614760603777,0.44524151699904,0.413947565404681,0.00237120441885906,0.0522544696789487
ENSMUSG00000023284,Zfp605,protein_coding,5,53.2875035078805,-0.362354798745385,0.27125131670525,0.00238955057106862,0.0524434974195077
ENSMUSG00000024601,Isoc1,protein_coding,18,79.1916983112554,0.425213298216244,0.352946890251074,0.00239245000066894,0.0524434974195077
ENSMUSG00000029575,Mmab,protein_coding,5,38.1719220487108,0.403973632394716,0.320980301064685,0.00238484345522996,0.0524434974195077
ENSMUSG00000108694,Gm7287,processed_pseudogene,7,156.211177550576,-0.415927902599175,0.338428985907451,0.00239715644483179,0.0524559104594452
ENSMUSG00000038217,Tlcd2,protein_coding,11,30.1839611910403,0.436601790105553,0.377499028889215,0.00240575644535704,0.0525533347632305
ENSMUSG00000112007,Gm18119,processed_pseudogene,10,12.1990569660853,-0.44017692377967,0.389834516541915,0.00241443483215194,0.0526521330866868
ENSMUSG00000024525,Impa2,protein_coding,18,56.5830136906554,0.432251768818767,0.370191666201175,0.00243384301160352,0.0529841769020904
ENSMUSG00000028416,Bag1,protein_coding,4,509.321034180999,0.235282185571864,0.127874415983553,0.00244534852079085,0.0531433374930019
ENSMUSG00000002550,Uck1,protein_coding,2,186.708935822871,0.438616121430954,0.393499150889073,0.00246260269808399,0.053146139359577
ENSMUSG00000014243,Zswim7,protein_coding,11,56.0840501021343,0.375327417189333,0.289471597873788,0.00248125129451368,0.053146139359577
ENSMUSG00000021236,Entpd5,protein_coding,12,77.5373638288049,0.418411736874815,0.347349946833047,0.00247507266287315,0.053146139359577
ENSMUSG00000024197,Plin3,protein_coding,17,366.933376276807,0.270212785161516,0.169545011226466,0.00245481435455899,0.053146139359577
ENSMUSG00000028042,Zbtb7b,protein_coding,3,66.7210234924295,0.345644458809533,0.255037333444569,0.0024688226388459,0.053146139359577
ENSMUSG00000029752,Asns,protein_coding,6,36.9267298971213,0.429392822761809,0.440439795199216,0.00247844522554487,0.053146139359577
ENSMUSG00000036499,Eea1,protein_coding,10,550.778903785225,-0.222991925595797,0.114049537380156,0.00248322924237329,0.053146139359577
ENSMUSG00000047617,Paxx,protein_coding,2,66.4162778107922,0.334954402689396,0.242882554809867,0.00246008637243112,0.053146139359577
ENSMUSG00000060002,Chpt1,protein_coding,10,1242.53302818563,0.38775474092313,0.303803159107139,0.00246246406402087,0.053146139359577
ENSMUSG00000026208,Des,protein_coding,1,198.936192089551,0.336888449241261,0.246161230908035,0.00250063670777457,0.0533384967803095
ENSMUSG00000087687,Pet100,protein_coding,8,308.092190448818,0.383403134536726,0.299902010226752,0.0024982283790294,0.0533384967803095
ENSMUSG00000040767,Snrnp25,protein_coding,11,33.0500452076128,0.378600665732412,0.294874972525098,0.00251972968689314,0.0536554203914893
ENSMUSG00000039163,Cmc1,protein_coding,9,121.395791326069,0.354330429411477,0.267314058133314,0.00254870520063585,0.0541813672685508
ENSMUSG00000022964,Tmem50b,protein_coding,16,160.395671464807,0.224625823067371,0.116949586229272,0.00257037644606086,0.0544593136648681
ENSMUSG00000029918,Mrps33,protein_coding,6,134.525257945901,0.281676446424875,0.185147914956602,0.00257011856158671,0.0544593136648681
ENSMUSG00000022564,Grina,protein_coding,15,210.677176142341,0.359744946566583,0.274903719561112,0.00258951705549529,0.0547732572506267
ENSMUSG00000043613,Mmp3,protein_coding,9,357.538041563668,-0.246498793861415,0.143710118544078,0.00260930595632496,0.0550998441110621
ENSMUSG00000044018,Mrpl50,protein_coding,4,165.569845604437,0.358091605243793,0.273849732445155,0.00261665057234384,0.0551629995866829
ENSMUSG00000028033,Kcnq5,protein_coding,1,123.592702865487,-0.31220528412398,0.221446268987294,0.00262284533899715,0.0551872106219957
ENSMUSG00000032126,Hmbs,protein_coding,9,53.7411322460577,0.371588405796439,0.290338938296257,0.00262651049763721,0.0551872106219957
ENSMUSG00000023723,Mrps23,protein_coding,11,89.9050737791701,0.323956686370999,0.235127829979978,0.00263496243739416,0.0552731358969935
ENSMUSG00000020917,Acly,protein_coding,11,1144.92950449451,0.391607103694785,0.459136766281425,0.00264814550726284,0.0554578571520995
ENSMUSG00000033880,Lgals3bp,protein_coding,11,89.7134072190018,0.417902944461857,0.361920933168203,0.00268061436227113,0.055910600710825
ENSMUSG00000063760,Rnf217,protein_coding,10,128.632222399162,-0.237332101701982,0.133573823831144,0.00268300278075624,0.055910600710825
ENSMUSG00000081432,Gm12593,processed_pseudogene,4,26.4797203773699,-0.408629127947186,0.344193481272573,0.00267726143855696,0.055910600710825
ENSMUSG00000062619,2310039H08Rik,protein_coding,17,169.987074618028,0.349702726693836,0.26712420682661,0.00271732378130625,0.0565328280938426
ENSMUSG00000029108,Pcdh7,protein_coding,5,7651.27195956273,-0.248018167589473,0.147455935974839,0.00273560319636145,0.0568198237670486
ENSMUSG00000001829,Clpb,protein_coding,7,131.387180453846,0.26025841846238,0.162814441907688,0.00275501265238695,0.0571293131026884
ENSMUSG00000016308,Ube2a,protein_coding,X,140.660017220812,0.248716554239315,0.148886660158545,0.00277371779831073,0.0571309634110854
ENSMUSG00000031807,Pgls,protein_coding,8,193.68155146163,0.305257338285247,0.216704585753555,0.00276704062406453,0.0571309634110854
ENSMUSG00000032679,Cd59a,protein_coding,2,273.370869441724,0.224993391678932,0.119747969621142,0.00277301654267758,0.0571309634110854
ENSMUSG00000040147,Maob,protein_coding,X,148.485040702144,0.288002045768894,0.196651124191127,0.00277763800009697,0.0571309634110854
ENSMUSG00000058492,Scp2-ps2,transcribed_unprocessed_pseudogene,9,654.445261524113,0.384612427690487,0.31269213543695,0.00276722771012683,0.0571309634110854
ENSMUSG00000033022,Cdo1,protein_coding,18,650.957707343938,0.414238440895315,0.363409378516714,0.00279060043137668,0.0572694251286198
ENSMUSG00000045102,Poln,protein_coding,5,47.2024502783331,0.423493946210308,0.406400981289984,0.00279341000232731,0.0572694251286198
ENSMUSG00000002100,Mybpc3,protein_coding,2,11.3605889356988,0.169975542623054,0.634187737092474,0.00281015521534219,0.0575196552154855
ENSMUSG00000021273,Fdft1,protein_coding,14,114.230429387499,0.345041448415364,0.265027567799935,0.00283372822323881,0.0579086074007029
ENSMUSG00000020284,Cfap410,protein_coding,10,37.4760409003981,0.324344358386702,0.241236625353883,0.002861415502608,0.0583802486602953
ENSMUSG00000020283,Pex13,protein_coding,11,209.425926614639,0.299677697437675,0.212522860882066,0.00287779054035278,0.0586199455727809
ENSMUSG00000002984,Tomm40,protein_coding,7,130.061935004766,0.282304259999576,0.192015465383722,0.0028913674517348,0.0588019672768539
ENSMUSG00000082884,Gm13339,unprocessed_pseudogene,2,65.4480378063528,0.413556155824708,0.372818553881762,0.00290206006188174,0.0589248413205795
ENSMUSG00000023939,Mrpl14,protein_coding,17,228.810841505789,0.269125991931858,0.176368437212931,0.00291456844381326,0.0590841314929825
ENSMUSG00000040883,Tmem205,protein_coding,9,246.351971866656,0.355140470191427,0.280159187819201,0.00292554131492648,0.0591173978630279
ENSMUSG00000052629,Gm9885,antisense,7,26.1796551147235,0.35418986918985,0.278896312852863,0.00292316053215484,0.0591173978630279
ENSMUSG00000028447,Dctn3,protein_coding,4,219.658474044142,0.306965385107289,0.222503898020544,0.00293971058034908,0.059309129065323
ENSMUSG00000025277,Abhd6,protein_coding,14,112.929409966651,0.324502652593769,0.243501943721297,0.002945370913793,0.0593288544956396
ENSMUSG00000004897,Hdgf,protein_coding,3,387.399145956788,0.205768203538717,0.0995623112207991,0.00295034156242854,0.0593346469777295
ENSMUSG00000020267,Hint1,protein_coding,11,713.027446695437,0.217352590460679,0.112788900502086,0.00296972932715445,0.0594415016983362
ENSMUSG00000028470,Hint2,protein_coding,4,275.437328677522,0.380746105028077,0.315561185086888,0.00296097533590352,0.0594415016983362
ENSMUSG00000029020,Mfn2,protein_coding,4,193.503214055261,0.234423779412123,0.133709177999567,0.00296818098474038,0.0594415016983362
ENSMUSG00000032125,Robo4,protein_coding,9,14.3778204381149,0.383498598221212,0.448344731119668,0.00297767301498181,0.0595064938482958
ENSMUSG00000040785,Ttc3,protein_coding,16,709.143170190907,-0.227847004369175,0.125730032384001,0.00298785694861823,0.0596159803763668
ENSMUSG00000056501,Cebpb,protein_coding,2,260.398833125448,0.413346857350796,0.386037827716422,0.00299417872019861,0.0596481829951516
ENSMUSG00000038754,Elovl3,protein_coding,19,87.0808092770655,0.272994543469691,0.478518363976123,0.00301535881417763,0.0599758181721045
ENSMUSG00000025060,Slk,protein_coding,19,311.176001326492,-0.234140446782481,0.134168546762044,0.00303283282946749,0.060228827506823
ENSMUSG00000041912,Tdrkh,protein_coding,3,12.9522015481002,0.404868508681208,0.426404289613229,0.00303799946542754,0.060237016004643
ENSMUSG00000005102,Eif2ak4,protein_coding,2,99.9291235948326,-0.224128651264851,0.12207116027928,0.00307128216239348,0.0602467339359226
ENSMUSG00000015806,Qdpr,protein_coding,5,130.535865768126,0.304287777234923,0.221599844849632,0.00304653039313067,0.0602467339359226
ENSMUSG00000021377,Dek,protein_coding,13,568.535717689138,-0.265736260763626,0.174658926007405,0.00306400055091491,0.0602467339359226
ENSMUSG00000021646,Mccc2,protein_coding,13,118.061392371867,0.312117096335161,0.231076672278613,0.00304819644940071,0.0602467339359226
ENSMUSG00000022111,Uchl3,protein_coding,14,209.633554604079,0.308065152100239,0.226675775708227,0.00307038388285698,0.0602467339359226
ENSMUSG00000025732,Mcrip2,protein_coding,17,173.512775321279,0.367661026662096,0.4516631130542,0.00307177506887183,0.0602467339359226
ENSMUSG00000067365,Tmem128,protein_coding,5,77.3565762746721,0.261941066850795,0.169842929347147,0.0030608840822934,0.0602467339359226
ENSMUSG00000041426,Hibch,protein_coding,1,172.344705974428,0.393634216019022,0.342884460470684,0.00309090310363693,0.0605281952443276
ENSMUSG00000030842,Lamtor1,protein_coding,7,251.821128643081,0.248820750234457,0.153834416794011,0.00310344608032879,0.0606800337002557
ENSMUSG00000036880,Acaa2,protein_coding,18,1089.4695705712,0.350263861280905,0.455600753692683,0.00311621168504723,0.0608357504615539
ENSMUSG00000039680,Mrps6,protein_coding,16,97.6102482773871,0.291977111421067,0.208168258645333,0.0031217559793369,0.0608502280895361
ENSMUSG00000039068,Zzz3,protein_coding,3,200.159265976906,-0.203149750223855,0.0982787098902164,0.00313892237171964,0.0610908547614253
ENSMUSG00000086584,Gm12002,antisense,11,13.4437195388881,0.345745141370883,0.454759515808099,0.00317741933557651,0.061745249972016
ENSMUSG00000022415,Syngr1,protein_coding,15,42.0748623884456,0.302071503186659,0.463016378412442,0.00319547230657485,0.0620009710938796
ENSMUSG00000000197,Nalcn,protein_coding,14,395.352318501268,-0.274176244940772,0.187711272620456,0.00321086274946782,0.0621093603599347
ENSMUSG00000054452,Tle5,protein_coding,10,728.744064906865,0.19543858618979,0.090904856960494,0.00320661180915492,0.0621093603599347
ENSMUSG00000026494,Kif26b,protein_coding,1,91.7100484107104,-0.346576447545117,0.278280017167288,0.00322164624874989,0.0621282465322087
ENSMUSG00000040701,Ap1g2,protein_coding,14,11.3263653166505,0.405189843181747,0.392874972827811,0.00321853402440603,0.0621282465322087
ENSMUSG00000029864,Gstk1,protein_coding,6,107.718070389856,0.255108197334945,0.163732603563074,0.00322875305611658,0.0621706705486278
ENSMUSG00000026107,Nabp1,protein_coding,1,57.5975165653491,0.398369229498819,0.36690649056252,0.00326752360147338,0.0628217360101179
ENSMUSG00000025911,Adhfe1,protein_coding,1,98.545570268403,0.394927896127055,0.358124660448708,0.00327438877281794,0.0628583420478837
